policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",200614785,3953143098,http://cdn.taboola.com/libtrc/static/thumbnails/2962c094b60b7765ac742725b73f8489.jpg,A Heart Attack Took My Wife Away. Now I'll Break If I Lose My Son. Help,"I am a mere autorickshaw driver. I've taken on loans from friends and family, and sold off anything of value we had- but still, I can’t afford such a large amount.",approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",207866831,4002120821,http://cdn.taboola.com/libtrc/static/thumbnails/8d08b09d8eb15f56827d3ec5f94f0956.jpg,Do You Need a Trust?,A trust might work better than a will for some estate planning. Here's what to consider.,approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",181399706,3907115367,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/1417927601__pMfHCRO3.jpg,Is your portfolio ready for what’s next?,Find out the 3 factors impacting the market in Q1 and what they could mean for investors this year.,approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",210200748,4048588015,http://c3.taboola.com/libtrc/static/thumbnails/so_auto/f_jpg/v1704918951/xrzdpsafouelrrhi6ixd.jpg,"AI Bot Creates Wealth Wave, Causes Spike in Demand for Trading Software","In an unprecedented financial spectacle, a newly developed AI trading bot has sent shockwaves through Wall Street, delivering staggering profit margins that have left investors and market analysts both stunned and intrigued.",approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",206585471,3975532478,http://cdn.taboola.com/libtrc/static/thumbnails/d12b61181ed8227ef3a888583dbb2ca7.png,The Truth About No-Fuss Cremations In The UK,(null),approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",203034615,3958321477,http://cdn.taboola.com/libtrc/static/thumbnails/33ea2f396cd0b4a63bf1a98b336d837b.jpg,"Try the 100% free World Map Screener today!
","Scan the world for investment opportunities with the free World Map Screener at Interactive Brokers!
",approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",142752228,3692643328,http://cdn.taboola.com/libtrc/static/thumbnails/3d5d23d1aab5ab7fe3d6d49a3cb22aa7.jpg,Enter Your Date Of Birth To Calculate Your Life Insurance Cost,(null),approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",197397702,3945741476,http://cdn.taboola.com/libtrc/static/thumbnails/a9c5ff7e3671007fcec830dba5b18e6a.jpg,Save 20% on Nursing Malpractice Insurance Here,"Being a nurse comes with the risk of being sued for malpractice. Berxi can help protect your reputation, your business, and your wallet.",approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",208209465,3986971685,http://cdn.taboola.com/libtrc/static/thumbnails/e92bde83c43d2604e5b098d69fdb03bc.jpg,Why didn't anyone tell me that those older than 59 are entitled to most of these?,(null),approved,(null),(null),(null)
Quality,151619137,3723858165,http://cdn.taboola.com/libtrc/static/thumbnails/2bdf33f58d056118e2b6109d76816bd7.jpg,From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year,(null),rejected,rejected,"The title ""From Zero to Financial Hero: Just Come & Let me Told you How you can do this in just one Year"" contains grammatical errors. Specifically, ""Let me Told you"" should be corrected to ""Let me Tell you"". Consider rewriting the title with correct grammar and phrasing.",209744030,4030837677,http://cdn.taboola.com/libtrc/static/thumbnails/77519398e26d1ceb6dc57a1bbaf3c373.png,Debunking the Solar Savings Myth,Learn the true costs of solar energy and how they compare to the economic benefits of traditional energy sources.,approved,(null),(null),(null)
