policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),209677604,4032703826,http://cdn.taboola.com/libtrc/static/thumbnails/8ce91642e04734bcc6d801bfe49ff5a3.jpg,Seniors Say Goodbye To Expensive Car Insurance If You Live In These Postal Codes,With affordable auto insurance options tailored specifically to the needs of seniors. You can save money with every drive. Click here and see more!,approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),210276051,4036955243,http://cdn.taboola.com/libtrc/static/thumbnails/4023811516ef67dd22796a469e9e474b.png,"How To Reduce Debt Over R50,000 (Without Another Loan)",(null),approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),150323029,3719929101,http://cdn.taboola.com/libtrc/static/thumbnails/1a8c1f01957ffffd1948ce12751e41be.jpeg,Need a Loan? Credit Issues No Problem!,"Instant loans now available for all, regardless of credit history or employment status! Grab this opportunity.",approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),176236389,3895918870,http://cdn.taboola.com/libtrc/static/thumbnails/69b6e2bdbdaa021311cd79725f23f643.jpg,Coronado: Costco Gold Bars Cause Stir (See Prices),(null),approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),134616286,3658458084,http://cdn.taboola.com/libtrc/static/thumbnails/901777c609bd13c5d347d0ba9f7d6b38.png,Meet CoinScan™ and Access to Revolutionary Tools Today!,"CoinScan The All-in-one Crypto Utility. Lightning Fast charts, Innovative Analytical Tools",approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),210222561,4048734304,http://cdn.taboola.com/libtrc/static/thumbnails/f7e16eb2a580cf27e9c4bf76fc899480.jpg,Attention! Don’t Miss Out,Check This Now (Medicare Recipients),approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),173975034,3889982011,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/EPL/1214458453__XpYbAMYV.jpg,Crisis Déjà Vu: Credit Suisse and First Repulic - Are Heading Towards a 2008 Repeat?,Watch Series 3 of IC Your Trade.,approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),195942406,3942346032,http://cdn.taboola.com/libtrc/static/thumbnails/a6ff2e94c7dcf04be637873aad19f130.jpg,NRI in ${country:capitalized}$? Invest ₹18K/Month & Get ₹1Cr for your kids College in 15 years.,"Get Right Advise, Suggestions to Secure your Childs Future Financial Needs.",approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),208226498,4003249136,http://cdn.taboola.com/libtrc/static/thumbnails/6750590e7f6eb35a255a1c4d49963afa.jpg,Walmart's Checkout Changes – Don’t Buy Until You Know This,(null),approved,(null),(null),(null)
Misrepresentative,209587842,4032375572,http://cdn.taboola.com/libtrc/static/thumbnails/f200c737b6439c2f85485772db5711f8.png,Upcoming Earnings Reports: Sectors to Watch as AI and Cloud Dominate,"Stay ahead of market shifts by tracking this week’s key trends in AI, cloud computing, and healthcare. These sectors are poised for growth, offering investors significant opportunities in the near term.",approved,approved,(null),149873624,3661739642,http://cdn.taboola.com/libtrc/static/thumbnails/55b4451ccb2da14adcd501068aff93c8.png,Grow your business! See how much you qualify instantly!,Get Working Capital in 24 hrs! Start now. No obligation online quote. ,approved,(null),(null),(null)
