policy_domain,target_id,target_item_id,target_image_url,target_title,target_description,target_real_approval_label,target_predicted_approval_label,target_predicted_rejection_comment,example_id,example_item_id,example_image_url,example_title,example_description,example_approval_label,example_predicted_rejection_reason,example_predicted_sub_rejection,example_predicted_rejection_comment
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",149808404,3689999981,http://cdn.taboola.com/libtrc/static/thumbnails/47c981c36c4bf91aa5fcd3fc4633b26f.jpg,"Don’t wait, invest in Amazon and earn weekly with a certified platform.",CFD,approved,(null),(null),(null)
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",207158081,3898548641,http://cdn.taboola.com/libtrc/static/thumbnails/1017870472b1b4b12193f749f05ff5ca.png,"Take advantage of forex, the world's largest financial market with high liquidity and margin!","Trade popular forex pairs like EUR/USD, GBP/USD & more at Deriv and one among the10 million+ forex traders worldwide.",approved,(null),(null),(null)
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",198716551,3948784497,http://cdn.taboola.com/libtrc/static/thumbnails/25f804f354cfc29f175dddd23f8ce0b6.jpg,Lithium Stock Update,This US energy giant's lithium move boosts E3 Lithium's prospects in Canadian market,approved,(null),(null),(null)
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",199822243,3951171448,http://cdn.taboola.com/libtrc/static/thumbnails/89e254b1ccfca92b90a1dc6adacdec00.png,People Born 1944-1973 With No Life Insurance Could Get This,(null),approved,(null),(null),(null)
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",193895935,3679053347,https://procommun.com/wp-content/uploads/2021/10/Procommun_Gold_loan_featured_image-300x160.jpg,How Much Loan Can I Get on Gold in 2021?,"<div><img width=""300"" height=""160"" src=""https://procommun.com/wp-content/uploads/2021/10/Procommun_Gold_loan_featured_image-300x160.jpg"" class=""attachment-medium size-medium wp-post-image"" alt="""" style=""margin-bottom: 15px;"" decoding=""async"" loading=""lazy"" srcset=""https://procommun.com/wp-content/up",approved,(null),(null),(null)
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",140506632,3684890878,https://ml2fceqxldkb.i.optimole.com/cb:LKH8.1aeca/w:auto/h:auto/q:mauto/f:avif/https://pyramidcreditrepair.com/wp-content/uploads/2021/09/shutterstock_1716631705-1.jpg,Budgeting Your Way to Financial Freedom in Atlanta,(null),rejected,TITLE_EXAGGERATED_CLAIM,Claimed Users Could Get Rich Or Achieve Financial Freedom,"We found the title misrepresented the product/service or content in the ad. The title: 



Claimed users could get rich or achieve financial freedom.


For example:Budgeting Your Way to Financial Freedom

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",133840882,3656201356,http://cdn.taboola.com/libtrc/static/thumbnails/b58654c108911ecd979864aa6c5c9371.jpg,1 Simple Hack That Cuts People's Electric Bill by Up To 95%,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Unqualified Amounts (E,"We found the title misrepresented the product/service or content in the ad. The title:
Used unqualified amounts (e.g. price or weight).
For example: 1 Simple Trick That Cuts People's Electric Bill by Up To 90%
( must not mention a specific amount or percentage )
To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",141414167,3687995615,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/DV/1194847335__6KzvbCBo.jpg,"While you're in doubt, others are getting richer with us.",(null),rejected,TITLE_EXAGGERATED_CLAIM,Claimed Users Could Get Rich Or Achieve Financial Freedom,"We found the title misrepresented the product/service or content in the ad. The title: 
Claimed users could get rich or achieve financial freedom.

For example: While you're in doubt, others are getting richer with us.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made."
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",209335465,4029292145,http://cdn.taboola.com/libtrc/static/thumbnails/STABLE_DIFFUSION_OUTCROP/ESD/89f1c3bc-7507-4cc8-9034-0b370c259a2b__ppwW1pgx.jpg,Legacy Builder: Digital Tactics Forge Lasting Wealth,Unlock lasting wealth with the Legacy Builder Program. Discover how the wealthy are using digital strategies to build fortunes that endure. Ready to secure your future? Start today and build your legacy,rejected,THUMBNAIL_FINANCE_CLAIMS,Contains Unrealistic Finance Claims.,earn 900$ by working 2 hours day
Finance Claims,180424854,3905163843,http://cdn.taboola.com/libtrc/static/thumbnails/4e68e7b06e7853b027a11991cd076e54.gif,"Free System, Free Quick start, Free member access must learn trading systems",(null),rejected,rejected,"The title of the ad makes exaggerated claims by offering ""Free System, Free Quick start, Free member access"" and ""must learn trading systems,"" which may mislead users into believing they can access valuable trading systems for free without any conditions. Consider rewriting the title to provide a more accurate representation of the offer or provide documentation verifying the claims made.",167643294,3877013345,http://cdn.taboola.com/libtrc/static/thumbnails/6904dc4015f835f8ce05d5739415640b.png,Seniors Are Getting $900 Grocery Benefit In ${region:capitalized}$,(null),rejected,TITLE_EXAGGERATED_CLAIM,Used Unqualified Amounts (E,"We found the title misrepresented the product/service or content in the ad. The title:

• Used unqualified amounts (e.g. price or weight).

For example: $900 Grocery Stimulus and Getting $900 Grocery Benefit.

To improve your title, consider rewriting it or replacing it with one that uses more reasonable claims or submit documentation verifying the claims made. "
